Datetime,Tweet Id,Text,Username
2021-07-19 23:58:23+00:00,1417272639513534466,"Mungkin nanti setelah vaksin, aku akan menjadi black widow :'D https://t.co/OC5QCU7XUJ",anatanokiko
2021-07-19 23:58:06+00:00,1417272569271525381,@Mat_Erk @Ziiy_97 okay..vaksin or no vaksin terpulang la bang.. kite nk 80% je..dh besor pnjg..,bateri_kong
2021-07-19 23:58:06+00:00,1417272567933542415,@unmagnetism Udah 2x vaksin sinovac. Alhamdulillah gada gejala apa2 selain tangan yg bekas d suntik rasa nya pegel bgt. Pas dosis kedua ada 2 hari ngerasain pegel bgtu. Tp hbis tuh udh ya biasa ajaa gtu,2Whiekhun
2021-07-19 23:57:51+00:00,1417272504037515281,"@divara012 @chicohakim Sudah di tanya kevalidan kematian,padahal di lembaran vaksin ada nomor dr. Yg bisa di hubungi apabila ada keluhan yg ber kelanjutan,jangan hanya katanya lho ya. Di rumahq malah ibukq yg gentol ngingetin buat vaksin,karena beliau sudah vaksin lengkap",LilikMardiana3
2021-07-19 23:57:46+00:00,1417272483741241344,Mimpi di vaksin kedua :( saking gasabarnya nunggu tgl 30,rinafavziah
2021-07-19 23:57:43+00:00,1417272470202064900,vaksin ga ya. liat org2 abis vaksin pada berubah sifatnya,Yaudindeh
2021-07-19 23:57:41+00:00,1417272462530682896,"@ZZheevau @arie_sell @Jall_brandan @ninikfarm Aku golongan darah O, blm 30 tahun, pake AZ sehat wal afiat, setelah vaksin pun gada efek samping apapun.. Fakta pengalaman pribadi bukan katanya2 loh~",lyddunnn
2021-07-19 23:57:40+00:00,1417272458340573185,"@bertanyarl Maaf kalo oot, tapi nder kok didaerahmu masyarakatnya sadar perlu vaksin ya. Di sini pada takut vaksin, banyak banget yg nyebar rumor ngga masuk akal terutama ibu ibunya. Bingung banget gimana njelasin kalo vaksin ngga se-mengerikan itu~",nvcqio
2021-07-19 23:57:31+00:00,1417272421577498636,"@Whymesyahmi HAHAHAHAHA zaim, aku belom vaksin tapi dapat dah side effect ni. Kenapa ek? 🤭",SityMasturah
2021-07-19 23:57:27+00:00,1417272405769166932,"Belum lg registrasi vaksin via aplikasi online semua, ada barcode, tp pas udah sampe malah isi kertas formulir lg. Input data manual semua 😅
Ntar jangan2 microchipnya kudu ganti batere atau sinyalnya ilang2an kalo mendung lg 😂 https://t.co/bUtILIDA7t",ipinpipins
2021-07-19 23:57:21+00:00,1417272377826713604,@VIVAcoid @msaid_didu Saya percaya dengan vaksin nusantara karena pak dahlan iskan telah menulis panjang lebar dan juga beliau sangat percaya dengan vaksin ini,yaninuang
2021-07-19 23:57:14+00:00,1417272347879383058,Nak buka sekolah sebab percentage yang vaksin dah naik. Sekali cucuk vaksin angin🤷🏻‍♀️,_CikOreo
2021-07-19 23:57:09+00:00,1417272328854020099,EKTP aja belum bener kok kepikiran vaksin dimasukkin chip. TOLOL,ground_____up
2021-07-19 23:56:57+00:00,1417272278568509468,@zaidkhair__ @khairul_hafidz @HausofHilton Haah still boleh dapat sebab kes vaksin kosong ni sangat sikit.,damnuqs_
2021-07-19 23:56:51+00:00,1417272252119228443,"@AndyBeezee @ellionict @kurawa @Doctor_I_am_The Tidak ada yg bisa menjanjamin 100%, tp untuk saat yg sudah terbukti ya vaksin, apapun jenisnya..",Boankrsn
2021-07-19 23:56:49+00:00,1417272244842111049,"Mau solat ied tapi ngeri juga ketemu banyak orang di masjid.
Mana abis vaksin pula",chikikicitos
2021-07-19 23:56:46+00:00,1417272232632492041,"80% penduduk di sekitar sdh di vaksin.
Zona hijau, dan pasti tetap prokes. https://t.co/BSBE9OOn4z",opik_gunners
2021-07-19 23:56:22+00:00,1417272133349122051,@syffadv Mau nanya dong vaksin harus pake KTP ya??,_imvia
2021-07-19 23:56:21+00:00,1417272127774892037,@gunturmataram @FaheemYounus ya ia kan orang + gaboleh vaksin,rbadrya
2021-07-19 23:56:08+00:00,1417272074410762271,"@MrsRachelIn @AdianNapitupul1 Mslhnya ini hrs ada kelulusan dr who.mungkin ini menyangkut uu kesehatan dunia.bknkh normalbaru akan datang mau pergi mana2 hrs bervaksin yg telah diluluskn who?
Jd kl pingin vaksin nusantara lolos hrs bersaing qualiti n trs di ujiklinis who dulu.",Bayuasri4
2021-07-19 23:56:02+00:00,1417272047839846408,Berat. Tonggoku yang sudah vaksin cerita ke ARTnya kalau temannya habis vaksin meninggal. Bisa ditebak ARTnya terus nggak berani vaksin. Dsb dsb. https://t.co/DNSNevMiCB,henidrahayu
2021-07-19 23:55:58+00:00,1417272032400613386,"@bertanyarl ""AYO VAKSIN💉""",adorablekooo
2021-07-19 23:55:49+00:00,1417271993645244426,"@ikapuspita17 Lancar ya mbak, mantap dan Semangat untuk vaksin Covid-19, tetap Terapkan Protokol Kesehatan ya mbak",kakdidik13
2021-07-19 23:55:42+00:00,1417271962858975232,"Mau vaksin tapi daftar dimana² blm ada panggilan ae, se gercep apapun daftar, tulisannya udah full. Udah ada ikhtiar yg penting https://t.co/11Gr3BP59x",rrrreeerrreee
2021-07-19 23:55:35+00:00,1417271933834469387,"@Mzulhilmi90 @nakhiri_irfan @ezwannnn @KKMPutrajaya @JKJAVMY Bagi kami yang takut jarum, ini sangat tidak adil!!!
Takut2 pun sanggup nak bervaksin, tapi vaksin tak masuk punnnn!! Jarum je masukkk!! 😭😭😭😭",ubi_cantik
2021-07-19 23:55:34+00:00,1417271929828909083,@Drrewup kalau di negeri +62 malah semua uda kayak sales vaksin 😃,qeizhura
2021-07-19 23:55:19+00:00,1417271866503307305,"Yang tak dapat side effect macam ni, maksudnya dapat vaksin kosong la tuu. Aiyokkkk 😂 https://t.co/3uFbDOISoO",SityMasturah
2021-07-19 23:55:16+00:00,1417271856361480205,@ellionict @kurawa @Doctor_I_am_The Solusinya apa selaim vaksin untuk saat ini???silahkan direnungkan...,Boankrsn
2021-07-19 23:55:06+00:00,1417271813135077379,"Hi, aku mau open adopt kucingku. Mixdom jantan, udah vaksin pertama, makannya oricat kitten &amp; wf lifecat. Dom Depok. Pets!",yourpetsfess
2021-07-19 23:55:06+00:00,1417271811780222988,@sanshine_woods youu tempat vaksin kita samaa ahahahah cuma tarikh je lain😭✋🏻,_greenteawoo
2021-07-19 23:55:06+00:00,1417271811461505024,"Hi, aku mau open adopt kucingku. Mixdom jantan, udah vaksin pertama, makannya oricat kitten &amp; wf lifecat. Dom Depok. Pets! https://t.co/Aof5DLx1vK",yourpetsfess
2021-07-19 23:55:02+00:00,1417271796663951378,"@erinajulia Yeayyyyy, vaksin Covid-19 aman untuk Ibu Hamil",kakdidik13
2021-07-19 23:55:00+00:00,1417271787025440792,Harap nurse yg kat ppv tu jujur la bgi vaksin kat semua orng..kalau dia tipu haa pandai la cari orng2 lain termasuk aku kat akhirat nnti😂,AminZulkepeli
2021-07-19 23:54:59+00:00,1417271781589618688,"Dulu kecil vaksin jadi tempat paling menakutkan, sekarang gede vaksin jadi tempat paling berebutan.",Masdhikaaa
2021-07-19 23:54:55+00:00,1417271765244420109,"@cendolycious vaksin di bandara atau stasiun pak, sisan balik ke jakarta meneh..",danaretropolis
2021-07-19 23:54:54+00:00,1417271762463596571,@rhuichiar @firdaussuleiman @AdrianJohn92 @fahmi_fadzil lenguh selepas disuntik tu pun dikira side effects sebab vaksin masuk atau hanya sebab jarum yang mencucuk?,_CikOreo
2021-07-19 23:54:45+00:00,1417271726497439770,"@dggrdcf @unmagnetism Aku kemarin vaksin pertama ka, kebetulan lagi kurang enak badan alias agak sesek kadang kadang, dan punya penyakit bawaan gejala asma, sama asam lambung. Terus aku konsultasikan dan di bolehkan utk vaksin, udah vaksin lemes dan ngantuk tp pas udah di tidurkan badan jadi seger lg",izchannn_
2021-07-19 23:54:34+00:00,1417271678317469707,"@dewiratnadotid Informasi yang sangat menarik, vaksin untuk bumil sudah diperbolehkan ya mbak? Mantap",kakdidik13
2021-07-19 23:54:22+00:00,1417271626832388123,okay masa amik vaksin tu takde la nak tgk jarum sebab takut tapi rasala benda tu masuk. tapi takde side effect issokay kan.. https://t.co/PjoJI3uVEt,sykrhnzm
2021-07-19 23:54:20+00:00,1417271619353944069,"Siapa Siapa yang ke PPV untuk ambil vaksin , pakai lah baju raya nanti😍",HausofHilton
2021-07-19 23:54:16+00:00,1417271604032151558,"Good morning and selamat hari raya aidiladha~

Kecuali yang masih sibuk compare dapat vaksin apa.",redhindenburg
2021-07-19 23:54:13+00:00,1417271591017226286,@aylaffyu_ Saya pendatang... Vaksin khusus org lokal..,Ngeplos1
2021-07-19 23:53:55+00:00,1417271513863004174,Untuk vaccinator yg bagi vaksin kosong tu really how your integrity can be that low. Now people have trust issues yg tak sepatutnya ada pun at the first place. Skrng dh tak tahu dh siapa yg kena cucuk betul² ke tak.,ashykinarifin
2021-07-19 23:53:54+00:00,1417271510989905931,"@bulaneni84 @Onychristy_ @afrkml Setau gw tiga bulan deh. Soalnya kemarin dijelasin sama menkes yg menangani layanan suntik vaksin. Kalo km kena, harus di vaksin. Cuman 3 bulan setelah nya..",seiyagodmama
2021-07-19 23:53:50+00:00,1417271494690975753,"@faridgaban @tonichan157 Persoalan Utama dlm Penanganan Pandemi Di Seluruh Dunia, adalah Soal Kepemimpinan Nasional yg Kapabel &amp; Peka sbg Penanggungjawab/Panglima Satgas Pandemi.
Meme sy.

Statistik, Prokes, Lokdon Temporer, Terapi Awal Tepat, Kesiapan RS+NaKes+Prophylaxis+Obat, Vaksin : Semua Cuma Alat https://t.co/YIuWkti5Ig",idayu_wien
2021-07-19 23:53:50+00:00,1417271493227028503,"Alhamdulillah.. msh diberi kesempatan untuk mengikuti Shalat Idul Adha di Mushala depan rumah dgn protokol kesehatan yg ketat (hanya untuk yg sdh Vaksin, min. Vaksin dosis pertama).
Ttp semangat, semoga hari yg akan dtg bs lbh baik lagi.
Pasti bisa pasti kuat..
Allah Maha Baik 😇",koching_belok
2021-07-19 23:53:48+00:00,1417271484041502756,Kebutuhan mendesak saat ini dibanding vaksin. https://t.co/UorcPuxHhW,nurilfathoni21
2021-07-19 23:53:37+00:00,1417271440873725952,Harey betoi la staff kkm yg cucuk vaksin kosong ni… kalau jadi depan mata aku.. aku blender sampai lumat manusia mcm ni..,mat_luthfi
2021-07-19 23:53:21+00:00,1417271373450289160,@VickoHarahap Sami2 kaa.. semangat vaksin yaa,naa_lina29
2021-07-19 23:53:21+00:00,1417271371218919442,"Ibu covid bergejala, alhamdulillah di minggu kedua kedua indra mulai aktif.
Ayah sudah vaksin lengkap, dua hari yang lalu terkonfirmasi positif. 
Alhamdulillah beliau hanya bergejala ringan seperti batuk. 
Vaksin sebagai bentuk ikhtiar meredakan wabah ini. 
Jangan takut divaksin.",Tessazfitri
2021-07-19 23:53:11+00:00,1417271328869031962,@fakcild_ @opangxkuy @catsedih serius nanya jadi point lu mending gausah vaksin aja sekalian gtu? 😅,tmpbcts
2021-07-19 23:53:03+00:00,1417271295151022107,Bila tngok group family besar depa ckp pasai orng p cucuk vaksin tpi picagari tu kosong..bila baca balik tiba2 rasa risau la pulak p ambik vaksin haritu😕,AminZulkepeli
2021-07-19 23:52:52+00:00,1417271251656089614,"@as3ps @CNNIndonesia Jangan marah, karena yang tidak mau vaksin banyak",YumeyaRestauran
2021-07-19 23:52:45+00:00,1417271219687104538,Siala sekarang kes cucuk vaksin kosong. Macam mana orang yang takut jarum ni cam aku ni nak tengok 😭😭😭😭😭😭😭 fikir je buat rasa nak muntah lah haihhhh,nrlsufiahh
2021-07-19 23:51:59+00:00,1417271026803646468,Atuk takde apa apa simptom lepas cucuk vaksin. Risau juga takut jadi macam yang viral tu. Tapi harapnya tak la. Hm.,are_syiqin
2021-07-19 23:51:57+00:00,1417271019589443591,"@unmagnetism sya msh idup.
dosis pertama astrazeneca ✅

sehari pasca vaksin ga kerasa samsek, pegel pun tidak. cm mlmnya ngantuk bgt.
hari kedua, mulai kerasa menggigil demam smpe 38.5°. makan byk, minum obat demam, tidur.
hari ketiga, suhu sdh blk normal 36°.
hari keempat, pamer ke antivax",snogthenbite
2021-07-19 23:51:55+00:00,1417271013730000904,"@FerdinandHaean3 Kita mau aja kok vaksin. 
Asal gak antre dan menimbulkan kerumunan.

Kykditmpetsaya.",eri_yusmanto
2021-07-19 23:51:42+00:00,1417270957874454529,Babi apa lembab sangat vaksin kat pahang ni. Penatlah bangun pagi hari hari cek MySejahtera.,whoareous
2021-07-19 23:51:35+00:00,1417270929156055059,"@Fahmibinhassan Nak tanya, betul ke kalau bru lepas baik dr covid, tak bole amek vaksin selama 3bulan? Tp ada kwn sy, bru baik dpd covid, esoknya dia dh dapat vaksin 1st dose. Sebab ada doktor bagitau mmg xbole vaksin kalo bru lepas baik dr covid.",AmrlAsyrff
2021-07-19 23:51:23+00:00,1417270877637419012,Ya gitu manusia kalo bukan tempat nya salah dan dosa ya pasti tempatnya goblok sma g mau di vaksin .pdhl rokok jalan,Riaazura2828
2021-07-19 23:51:08+00:00,1417270814815133704,alhamdulillah ibu dgn ayah dah dapat temujanji untuk vaksin untuk dose pertama! syukurrr semoga dipermudahkan semuanyaa ✨,aaainidris
2021-07-19 23:51:07+00:00,1417270809723228161,"@Dreamy091_ wes bu mau lockdown total sama sekali tidak mungkin..cara yang bisa dilakukan ya buka tutup gini sampai vaksin terdistribusi dengan baik. Sembari menunggu vaksin, ya jaga kesehatan dan imun..",pnx7777
2021-07-19 23:50:56+00:00,1417270764764504076,"@unytok Semoga Husnul Khatimah si ibu tersebut. Vaksin Covid-19 untuk Ibu Hamil aman kan mbak ya, yuk vaksin!",kakdidik13
2021-07-19 23:50:45+00:00,1417270718606188547,@DGHisham Belom nak beli stok dah habis tunggu vaksin je laa,joereal98
2021-07-19 23:50:43+00:00,1417270709303222292,"Banyak teman yang tanya : Vaksin apa yang paling baik….? Menurut saya vaksin yang paling baik adalah Vaksin yang DISUNTIKKAN bukan yang diperdebatkan.
Bener ora son?",wsuhartoyo
2021-07-19 23:50:39+00:00,1417270691976552452,"Intisari Khotbah Iedul Adha hari ini ""Pandemi/Plandemic covid19 ini sdh tercatat dalam kitab Allah di Lauhil Mahfuz, dan menjadi ujian bagi kita smua, siapakah yang terus istiqomah mengantungkan hidupnya kepada Allah SWT, siapakah yg menggantungkan hidupnya pada vaksin 😁😁😁",HanafiAli_ID
2021-07-19 23:50:30+00:00,1417270655951675425,@catsedih lagian kl vaksin emang ruginya di dia apa ya? kl ga vaksin malah rugi pas kena covid gejalanya kemungkinan lbh berat.. 🤔,ririndraswari
2021-07-19 23:50:30+00:00,1417270655586770945,"@GedeSamuel Aku nangkep sih maksudnya mereka lbh baik suket dinyatakan negatif sekalian drpda vaksin tp masih bisa positif, tpi ya gmna ya😂",sxmbu
2021-07-19 23:50:29+00:00,1417270652302630913,"Udah daftar vaksin, tapi kok gak di sms sms ye apa langsung ke puskesmas aja nunjukin tiket,,,",KANEKOAKlRA
2021-07-19 23:50:24+00:00,1417270631087841290,Beruntung banget ortu ku langsung vaksin ketika dikasih kesempatan dan percaya COVID (walau prokes nya masih perlu diperbaiki) 🤗,welookcute_
2021-07-19 23:50:24+00:00,1417270629309456403,@DivHumas_Polri Pak @jokowi tolong pak kampanyekan Wajib Vaksin pak. Please pak... Jumlah yang sadar pakai masker sudah jauh lebih banyak daripada sadar Vaksin dan ketersediaan Vaksin.,obedNababaN
2021-07-19 23:50:19+00:00,1417270610225373197,"@pykasari_ Iya lho, kalo ditanya alasannya kenapa ga vaksin, jawabannya ya ga meyakinkan. Ya mungkin prinsip kali ya. bahkan kayaknya ada anak pertama vaksin, anak berikutnya ga divaksin",ginacintiya
2021-07-19 23:50:09+00:00,1417270565484732435,@JKJAVMY @DGHisham @PDRMsia Semua digalakkan JANGAN bersembang dengan petugas vaksin KKM utk elakkan kejadian vaksin tak dimasukkan didalam badan kerana anda mgkn distract focus petugas.Mereka juga manusia biasa dan tak lari dari sikap lalai jika “diganggu” sewaktu bertugas.,TommyMaiz
2021-07-19 23:50:07+00:00,1417270560267018264,@hokehokya Bersyukure wong tuaku malah vaksin disek drpd aku wkwk,_dirman_
2021-07-19 23:50:04+00:00,1417270548103536651,"Random people posting: Babi ni haram, vaksin ni haram!

Others: Rokok pun haram tau kalau ikut muzakarah fatwa kebangsaan, tengok porn pun haram dosa besar tau, cakap lucah pun haram tau

That random people: Eh b*bi, kau tahu tak vaccine tu kapir. Rokok tu tak apa

Me: Butuh kamu",irfanhadzrami
2021-07-19 23:50:03+00:00,1417270540054695946,Polisi akan menindak orang yang memesan kartu vaksin palsu https://t.co/i5PfgQcvdy,idaulat
2021-07-19 23:49:58+00:00,1417270519645184023,"@Catatan_ali7 @FaheemYounus Dan tiap individu pasti punya ""efek samping"" yang berbeda. Ada lho yang abis vaksin tapi gak ngerasain efek apa², ada juga yang ngerasain meriang mual pusing dll. Kan ada batas waktu efek sampingnya. Kalau dirasa makin parah bisa kontak hotline yang tertulis di kartu vaksin",solagluu
2021-07-19 23:49:46+00:00,1417270471893164033,Polisi akan menindak orang yang memesan kartu vaksin palsu https://t.co/yScwhywavm,Pemuda_Depok
2021-07-19 23:49:42+00:00,1417270453320654850,"@jokowi Di daerah di kota Samarinda vaksin kosong pak, tidak tahu apa penyebabnya",edwinhar7
2021-07-19 23:49:30+00:00,1417270405245542406,"Mau bilang, bener banyak orang yg vokal, tp dibalik kalian teriak-teriak, banyak yg diem2 ke luar negeri untuk vaksin yg mahal",2lonely41
2021-07-19 23:49:23+00:00,1417270373054259200,"Haritu otw pergi vaksin, sendu je rasa dengar lagu raya sbb sedih ☹️",Nor_I_Ni
2021-07-19 23:49:16+00:00,1417270346231685122,"@tempodotco Tidak mengambil keuntungan komersial ditengah Wabah COVID demi kemanusiaan. Alhamdulillah, kebijakan vaksin berbayar tidak jadi dilaksanakan di Indonesia. Semoga tetap demikian ... Amin YRA ... 🙏",MNariyadi
2021-07-19 23:49:16+00:00,1417270344616878084,@fajarwahyu99 Alhamdulillah Vaksin Covid-19 aman buat Bumil,kakdidik13
2021-07-19 23:49:00+00:00,1417270279114432515,@hasifhe Cucuk vaksin di instana flinstone barangkali? Huhuhu,Had1Nasution
2021-07-19 23:48:55+00:00,1417270256267976704,Tak sedar malam tadi 😕 maybe effect vaksin kot ngantuk sangat,azieemeera
2021-07-19 23:48:47+00:00,1417270222436802588,Alaa kalau tau bangman vaksin kt sini baik tunggu sikit smlm utk ajak selfie😅 https://t.co/eS7qhErQhy,nabilafiq51
2021-07-19 23:48:43+00:00,1417270204854280198,"Hikmah dapat tarikh vaksin lambat, so dapat la aware dgn benda yg tiba tiba mcm ni https://t.co/3PQvo1kEqx",sweethectics
2021-07-19 23:48:41+00:00,1417270198583791617,"@unmagnetism Wkwkwkwk udh vaksin dosis pertama nih, gw masih idup tanpa ngerasain sakit",flexyyoitt
2021-07-19 23:48:40+00:00,1417270194217525266,@PrinceRayDauz Jadi takut nak vaksin next week,ZailanFirdaus91
2021-07-19 23:48:39+00:00,1417270188425191434,"@ganjarpranowo Pak bnyk buzzer anti vaksin Di daerah Semarang,giring opini vaksin ""barang langka"" harus Di edukasi warganya, Karena ngk Ada jalan lain hanya vaksin yg bisa menekan laju penambahan angka positivity rate",kikitaroreh
2021-07-19 23:48:34+00:00,1417270169282387984,"@unmagnetism Gua udh vaksin ngab , alhamdulilah physical defense gua meningkat",gurrrihhh
2021-07-19 23:48:27+00:00,1417270138118709256,"@rudeski83 Pemerintah udah ngasih vaksin gratis sebagai upaya penangan C19. Ok di sisi lain emang masih ada yang belum bagus kayak PPKM dan sebagainya, tapi jangan diliat hitam putih lah

Kalo emang gamau divaksin ya kasih data ilmiah atau berita yang valid tentang vaksin dan kematian",damarmurti
2021-07-19 23:48:19+00:00,1417270105549938688,"@msianinsight @KMZ_santai Benarkan rakaman pemberian vaksin. Ujian antibody (dengan kawalan harga) untuk pengesahan. Pesalah harus dikenakan tindakan undang-undang sekeras-kerasnya, termasuklah pembeli vaksin haram. Dedahkan macamana ini berlaku.

@JKJAVMY @KKMPutrajaya @PDRMsia @Khairykj",AdeeologyTweets
2021-07-19 23:48:19+00:00,1417270104274870290,"Pak @DivHumas_Polri ayo dukung vaksin seluruh indonesia.
https://t.co/nvFjlZkWaa",obedNababaN
2021-07-19 23:48:16+00:00,1417270092740534313,@ehpret @Stakof Dibantai gimana to ? Sy 2x vaksin masi hidup,rimbii
2021-07-19 23:47:51+00:00,1417269988960870414,"Bayangkan member takut kena cucuk, pastu pergi juga ambil vaksin walaupun takut, endup dapat vaksin kosong.

Kena cucuk balik. 
Dah member trauma satu hal.
Trust issue dengan frontliners satu hal.
Minta dimaki hal yang seterusnya.
Selepas itu, viral
Akhir sekali, #malaysiagagal",Hungryyboi
2021-07-19 23:47:45+00:00,1417269963899904014,@The_Endie @suri_ila mmg x boleh anggap bende remeh.. dah la pengikut antivax ramai. Aku pun x paham la macam mana diorang tergamak buat benda ni.. nasib masa mak aku vaksin tuari dia cakap doc tunjuk dulu sebelum &amp; selepas cucuk.,Lii_po
2021-07-19 23:47:44+00:00,1417269957419618305,@unmagnetism mama sm mbak gw vaksin msh idup alhamdulillah,mypreciousDO
2021-07-19 23:47:39+00:00,1417269938700525603,"Allahu Akbar...Allahu Akbar....yuk kita Sholad Ied di rumah saja bersama keluarga. Kita saling jaga diri &amp; lingkungan kita semua dr serangan virus Corona varian Delta. Patuhi Prokes 6M saat PPKM Darurat, bagi yg belum vaksin, bersegeralah #EidAlAdha #IdulAdha2021 #IdulAdha1442H https://t.co/htX3xWhNuk",nengherba
2021-07-19 23:47:32+00:00,1417269910531579907,"@Catatan_ali7 @FaheemYounus ""Kalau terjadi sesuatu pasca vaksinasi?"", sekarang gini. Dulu waktu bayi juga divaksin kan di posyandu? Apakah semua vaksin itu gak berefek walau diberikan di kondisi sehat? Oh tentu tidak. Reaksi demam, dll itu merupakan reaksi imun tubuh terhadap vaksin yang diberikan.",solagluu
2021-07-19 23:47:32+00:00,1417269906769289234,"Itulah. Aku perhati je puak yg paling loud dkt social media, terpaling enlightened, terpaling terbukak mata, pertikai kenapa tak ikut sunnah nabi makan habatussauda. 

Hey! Ye. Kau makan la habatussauda je. Jangan vaksin! Pupus kau dari dunia nyah! https://t.co/NEuUYJAtaN",3llyss4
2021-07-19 23:47:29+00:00,1417269895813767170,@patenrazali Nurse minta maaf bila dh ada video tersebar..bygkn kalo takde video ni..rasa2 berapa ramai org yg dh terkena cmni? Lepasni semua org kne rakam lar ya? Huhu tkut plak kalo xdpt vaksin betul2,AmrlAsyrff
2021-07-19 23:47:27+00:00,1417269888855416855,"Ngeliat segitu banyaknya orang yg anti vaksin, punya keluarga yg aware covid dan mau divaksin adalah sebuah privilege 😂",linggarb
2021-07-19 23:47:19+00:00,1417269855309373444,"Untung udah vaksin, sak RT pilek kabeh, #ngeriilur",kigoy_
2021-07-19 23:47:15+00:00,1417269839316492317,Tolong buat walk in vaksin kat penang sekali dari bulan 2 tunggu ni https://t.co/xYCoyEGAk2,muhd_alhakim97
2021-07-19 23:47:08+00:00,1417269808345751565,"Kesian yang fobia jarum,  tapi tula, semua sebab sebahagian pencucuk vaksin yang sengaja khianat. 

Bagi kebenaran rekod la senang. Nak letak cctv satu hal pulak privacy https://t.co/FrbrTd1dEQ",munsyi
2021-07-19 23:47:01+00:00,1417269778356477960,eh aku udah vaksin dosis pertama doong finally 💪🏽,PyrenaC
2021-07-19 23:46:50+00:00,1417269730558189573,"@mas_taqien @Fr4nst @chicohakim Mohon maaf, semua vaksin itu memang berasal dari mikroorganisme terkait yang dilemahkan. Contoh vaksin BCG, vaksin untuk tuberculosis juga dari kuman tuberculosis yang dilemahkan🙏😃",chundr___
2021-07-19 23:46:30+00:00,1417269646856658950,Ish aku jadi was was la. My parents both dah dapat 2 dos and both takde side effect langsung macam takde pape 😭😭😭😭 cocok vaksin ke cocok angin,afidahariffin_
2021-07-19 23:46:27+00:00,1417269634634457093,"@chicohakim kalau syarat bansos wajib vaksin, pasti org2 bakalan bnyk yg vaksin.",JulieHartanto
2021-07-19 23:46:26+00:00,1417269630083637264,"@leksa @VeritasArdentur Waduh, vaksin lagi nanti? Masih gratis nggak ya?",rachmans
